fips,state,county,latitude,longitude,elevation_m,mean_winter_temp,mean_summer_temp,perc_conifer,perc_total_forest,count_slimy_salamander,salamander_presence
1083,AL,Limestone,34.810239,-86.9814,215.96,5.487543825,25.36064019,2.373182828,28.67403245,10,1
1085,AL,Lowndes,32.147888,-86.650586,66.26,9.054074802,26.77482279,15.59526052,53.60936701,0,0
1087,AL,Macon,32.387027,-85.692887,100.3,8.630259263,26.39605432,18.7623642,61.87130632,6,1
1089,AL,Madison,34.764238,-86.55108,280.83,5.367553464,25.14667444,2.76353129,33.40399687,109,1
1091,AL,Marengo,32.247591,-87.791091,54.73,8.648861897,26.62970245,20.48104791,61.76578963,0,0
1093,AL,Marion,34.138219,-87.881551,157.43,5.663213482,25.31281364,16.70989432,59.42316086,0,0
1095,AL,Marshall,34.309564,-86.321668,186.06,5.914599467,25.30272972,4.802093074,40.99260431,19,1
1099,AL,Monroe,31.580332,-87.383266,110.97,9.535115532,26.46950146,28.92370114,66.93184009,0,0
1101,AL,Montgomery,32.203651,-86.203831,72.89,9.171345076,26.86797051,11.5501422,43.3141193,1,1
1103,AL,Morgan,34.454484,-86.846402,209.44,5.862970394,25.39016897,4.867870834,39.63950377,15,1
1105,AL,Perry,32.639005,-87.293827,84.72,8.187713587,26.42636076,22.35078102,61.78251519,0,0
1107,AL,Pickens,33.296809,-88.096878,80.21,7.277470197,26.45280343,13.18551894,65.12677836,0,0
1109,AL,Pike,31.798726,-85.941997,127.55,9.444916558,26.47640818,22.72290977,61.40572988,0,0
1111,AL,Randolph,33.296475,-85.464068,287.32,6.74476556,24.95966693,20.5272961,58.03029285,1,1
1113,AL,Russell,32.289811,-85.18698,109.78,8.892067367,26.56194725,21.69558559,58.23239092,0,0
1115,AL,St. Clair,33.712963,-86.315663,289.51,6.595572154,25.58895812,13.80112171,60.6238537,4,1
1119,AL,Sumter,32.597481,-88.200057,39.52,8.214277198,26.62026792,18.25950085,61.75797819,0,0
1121,AL,Talladega,33.369277,-86.175805,182.1,7.298391136,25.75527054,20.04146283,56.7296196,1,1
1123,AL,Tallapoosa,32.863369,-85.799553,194.54,7.697531933,25.77814254,26.87406127,64.59391484,0,0
1125,AL,Tuscaloosa,33.290202,-87.52286,98.32,7.630308969,26.3815613,17.68108309,66.87011743,10,1
1127,AL,Walker,33.791571,-87.301092,161.37,6.651429685,25.7684137,23.36268833,62.94753214,3,1
1129,AL,Washington,31.406974,-88.202078,32.92,9.67335399,26.78194872,29.36227074,70.1400669,0,0
1131,AL,Wilcox,31.99033,-87.302205,61.93,8.961919173,26.50615019,28.0600186,68.34000683,0,0
1133,AL,Winston,34.155888,-87.364147,196.11,5.819912991,25.16586233,25.07202868,65.54672776,4,1
5093,AR,Mississippi,35.766943,-90.052209,69.64,4.472342437,26.55626724,0.001586691,6.757226434,0,0
9003,CT,Hartford [6],41.806053,-72.732916,40.24,-1.763706141,21.26816782,3.489257609,46.41141769,0,0
9005,CT,Litchfield [6],41.791897,-73.235428,388.05,-3.052316017,20.00558985,4.975936653,73.96228886,0,0
9007,CT,Middlesex [6],41.434525,-72.524227,127.49,-0.982311124,21.26093257,1.699782796,68.83988712,0,0
9009,CT,New Haven [6],41.349717,-72.900204,35.58,-0.887784289,21.47823803,1.737333477,49.17384912,0,0
9011,CT,New London [6],41.47863,-72.103452,79.28,-0.837312218,20.93328443,1.995521465,68.47092264,0,0
9013,CT,Tolland [6],41.858076,-72.340977,218.36,-2.248437547,20.2758731,3.937012467,72.64213356,0,0
9015,CT,Windham [6],41.824999,-71.990702,105.27,-1.965997521,20.35189611,4.534775345,74.48601346,0,0
10001,DE,Kent,39.097088,-75.502982,7.37,2.68345244,23.95806306,0.366228009,26.12758603,0,0
10003,DE,New Castle,39.575915,-75.644132,12.5,1.765457024,23.69605024,0.460500739,23.13661522,0,0
12003,FL,Baker,30.324442,-82.302284,41.71,12.66600646,26.96779643,37.07188139,69.10064928,0,0
12005,FL,Bay,30.237563,-85.631348,4.73,11.85940373,27.11787361,20.87147049,55.74985944,0,0
12007,FL,Bradford,29.946934,-82.166796,40.22,13.30352271,27.03008128,30.35777062,53.37024599,0,0
12013,FL,Calhoun,30.388801,-85.197916,28.17,11.51926735,27.01245704,34.27371511,62.10972976,0,0
12015,FL,Charlotte,26.868826,-81.940858,7.81,17.77331182,27.75092356,1.318977581,29.17168188,0,0
12023,FL,Columbia,30.221305,-82.623127,52.4,12.81072006,27.16159244,32.12368995,56.97516591,0,0
12027,FL,DeSoto,27.190581,-81.806253,16.69,17.06976687,27.38497142,0.739134286,22.6190198,0,0
12029,FL,Dixie,29.580899,-83.195666,8.54,12.93822037,26.99012387,26.94043999,63.08458384,0,0
12033,FL,Escambia,30.611664,-87.33904,41.89,11.26761827,27.17559213,22.10600866,42.45422202,0,0
12035,FL,Flagler,29.474894,-81.286362,5.65,14.64067201,27.32102334,23.5086705,49.7885764,0,0
12037,FL,Franklin,29.810176,-84.799174,1.6,12.44390017,27.27139622,7.740145084,74.24950042,0,0
12039,FL,Gadsden,30.57917,-84.612783,73.24,11.44225124,26.98735877,36.57417452,64.31997759,0,0
12041,FL,Gilchrist,29.723456,-82.795801,26.08,13.05025367,27.03499903,24.60483056,36.94818362,0,0
12043,FL,Glades,26.95481,-81.19082,6.27,17.7390326,27.59040167,1.705916466,21.18179318,0,0
12045,FL,Gulf,29.907257,-85.256537,5.18,12.28783969,27.13629345,15.80092561,80.43433244,0,0
12047,FL,Hamilton,30.491102,-82.951049,30.16,12.22626688,27.15618173,28.00709912,52.12996926,0,0
12049,FL,Hardee,27.492846,-81.82158,16.46,16.90447086,27.47273066,1.069237511,28.2577667,0,0
12051,FL,Hendry,26.53934,-81.151584,8.7,18.19285124,27.72246168,1.738469635,24.72539796,0,0
12059,FL,Holmes,30.866222,-85.812959,24.82,10.56534315,26.77819805,33.02941011,56.5199844,0,0
12063,FL,Jackson,30.787812,-85.210374,22.26,11.2438155,27.28515708,25.53166704,44.20255404,0,0
12065,FL,Jefferson,30.424558,-83.890859,40.18,11.78070385,26.98630308,26.50290775,69.14139598,0,0
12067,FL,Lafayette,29.990066,-83.17851,22.81,12.74744783,27.12929318,21.76589448,58.22905713,0,0
12077,FL,Liberty,30.259849,-84.868581,27.17,11.78547184,26.95633913,34.22619636,84.7485031,0,0
12079,FL,Madison,30.447228,-83.470437,43.35,12.18092915,27.13943057,23.24489299,55.49028995,0,0
12089,FL,Nassau,30.605926,-81.764929,5.67,12.65896858,27.32298336,34.19040797,57.60394094,0,0
12091,FL,Okaloosa,30.665858,-86.594194,47.48,11.00973165,27.07972443,42.22554303,57.10752366,0,0
12101,FL,Pasco,28.302024,-82.455707,24.9,16.04349287,27.55309768,13.68350643,38.08541422,0,0
12107,FL,Putnam,29.606006,-81.740894,8.3,14.23614596,27.4075463,29.74452286,49.05845991,0,0
12109,FL,St. Johns,29.890593,-81.383914,10.29,14.07566375,27.29986089,19.49107863,45.25489567,0,0
12113,FL,Santa Rosa,30.703633,-87.014255,53.36,11.16748217,27.21385489,34.57998791,52.92353054,0,0
12119,FL,Sumter,28.714294,-82.074715,24.67,15.21545306,27.29966438,16.36708616,49.7367571,0,0
12121,FL,Suwannee,30.189244,-82.992754,31.03,12.8745465,27.31346512,23.05864353,33.42193161,0,0
12123,FL,Taylor,30.016943,-83.616417,11.41,12.53561027,27.02156499,22.45962984,59.60140412,0,0
12125,FL,Union,30.05428,-82.366918,39.4,13.17404514,27.07658626,30.91358128,54.61632647,0,0
12129,FL,Wakulla,30.140378,-84.375136,2,11.97609656,27.12077083,32.49920492,77.96552053,0,0
12131,FL,Walton,30.631211,-86.176614,47.03,10.96645687,26.9887931,37.22979982,57.62041361,0,0
12133,FL,Washington,30.602217,-85.662797,50.59,11.04344552,26.94570251,30.75040097,51.61791512,0,0
13001,GA,Appling,31.739712,-82.290103,58.94,10.77430402,26.98898669,20.40234466,49.26775199,0,0
13007,GA,Baker,31.319622,-84.454857,53.65,10.6930262,27.10280862,19.93206189,45.5297799,0,0
13009,GA,Baldwin,33.059532,-83.255362,102.82,8.437114767,26.56006757,20.92595807,58.78886871,0,0
13011,GA,Banks,34.351922,-83.498441,227.54,6.304495132,24.91493559,5.526195758,57.2115406,0,0
13013,GA,Barrow,33.992009,-83.712303,303.12,6.928549536,25.46628688,7.120158676,37.34857533,0,0
13015,GA,Bartow,34.240918,-84.838188,238.39,6.061030122,25.03451086,16.35335789,52.2645897,2,1
13019,GA,Berrien,31.274308,-83.231906,71.86,10.94608724,26.9211748,26.54581358,52.98439388,0,0
13021,GA,Bibb,32.808844,-83.694193,113.27,8.829531662,26.72591744,7.961268546,47.09486834,0,0
13023,GA,Bleckley,32.435403,-83.331717,121.83,9.161863147,26.8952557,17.9758265,46.03858498,0,0
13025,GA,Brantley,31.197334,-81.982978,19.89,11.29404471,26.98545217,25.23723013,61.49761915,0,0
13027,GA,Brooks,30.833696,-83.588971,44.78,11.36549037,26.98403079,18.53921682,48.12603049,0,0
13029,GA,Bryan,32.017969,-81.438543,5.56,10.92800385,27.33374125,32.25183911,66.67726268,0,0
13031,GA,Bulloch,32.393408,-81.74381,58.43,10.27988438,27.21421966,11.70515586,45.18280791,0,0
13033,GA,Burke,33.063737,-82.00389,90.54,8.813211143,26.61200226,15.41218519,45.93408167,0,0
13035,GA,Butts,33.290355,-83.958221,215.85,7.651132638,25.84159075,24.46158566,55.0681357,2,1
13039,GA,Camden,30.916358,-81.636516,5.65,11.72038044,27.03724653,30.2566137,58.79526284,0,0
13043,GA,Candler,32.403986,-82.071446,63.07,10.29203893,27.26147814,14.37424248,43.32128754,0,0
13045,GA,Carroll,33.582237,-85.080527,329.17,6.538146826,24.73261263,19.45879729,52.33302363,3,1
13047,GA,Catoosa,34.899393,-85.137353,268.52,5.356986358,25.1305861,8.308094419,47.92484792,24,1
13049,GA,Charlton,30.779904,-82.139644,38.07,12.1315694,27.24007403,25.59237707,73.46572674,0,0
13053,GA,Chattahoochee,32.347445,-84.788021,95.97,9.103887669,26.6866643,22.82870516,71.97125555,1,1
13055,GA,Chattooga,34.474179,-85.345289,201.42,5.252990197,24.65027001,15.19241681,66.760943,2,1
13057,GA,Cherokee,34.244317,-84.475057,266.91,5.959551508,24.77948055,12.86408951,60.91922578,8,1
13059,GA,Clarke,33.952234,-83.36713,192.78,7.077748712,25.81683027,8.230568468,43.14487764,10,1
13063,GA,Clayton,33.552242,-84.412977,291.93,7.047589179,25.79864341,12.23443946,26.74669388,12,1
13065,GA,Clinch,30.917653,-82.702614,48.19,11.43494033,26.99938562,29.90784151,71.04014311,0,0
13067,GA,Cobb,33.93994,-84.574166,317.36,6.377885122,25.11904049,13.30380071,28.73388969,22,1
13069,GA,Coffee,31.549245,-82.844938,77.75,10.61020834,27.07785145,23.80996313,47.42382115,0,0
13071,GA,Colquitt,31.189758,-83.769741,84.96,11.32840913,27.21498716,21.89175759,44.48106794,0,0
13073,GA,Columbia,33.550556,-82.251342,105.37,7.798328884,26.13590128,29.98690696,55.82109414,0,0
13075,GA,Cook,31.152935,-83.429552,70.54,11.22505587,27.04586147,16.22782313,43.21960655,0,0
13077,GA,Coweta,33.352897,-84.762138,287.91,7.080992648,25.18193043,25.86981887,58.8993583,9,1
13079,GA,Crawford,32.709446,-83.979182,151.84,8.690350208,26.44575941,24.83604681,59.58230657,0,0
13081,GA,Crisp,31.914753,-83.753338,107.74,10.02797787,27.33203049,14.52779922,38.17679886,0,0
13085,GA,Dawson,34.442842,-84.173284,445.23,5.313248696,23.76988243,10.36868488,77.50404761,3,1
13087,GA,Decatur,30.877961,-84.577744,37.03,11.38734369,27.38590168,27.31529448,48.37691559,0,0
13089,GA,DeKalb,33.770661,-84.226343,263.58,6.788176352,25.6751548,13.26722065,27.58290571,26,1
13091,GA,Dodge,32.160656,-83.156818,94.56,9.670051055,26.98212669,27.20415514,52.34116912,0,0
13093,GA,Dooly,32.151995,-83.807167,110.58,9.545350785,27.06100138,16.44865911,39.96015076,0,0
13095,GA,Dougherty,31.535068,-84.214444,56.37,10.33675207,27.1659076,16.68366563,53.8173917,0,0
13097,GA,Douglas,33.699317,-84.765944,352.96,6.74028664,25.21130193,16.93389509,55.06017392,8,1
13099,GA,Early,31.324191,-84.906723,65.13,10.69882836,27.12571478,21.11045085,50.73754809,0,0
13103,GA,Effingham,32.361711,-81.343337,30.64,10.39281658,27.24308682,19.32394646,63.22389336,0,0
13107,GA,Emanuel,32.5911,-82.299763,84.08,9.756829647,26.98192395,22.91220255,48.68120559,0,0
13109,GA,Evans,32.151902,-81.887618,48.11,10.49675418,27.15632532,19.99609488,51.45484468,0,0
13111,GA,Fannin,34.863837,-84.319287,513.97,4.317909679,22.46898167,10.38156145,86.74284135,0,0
13113,GA,Fayette,33.412717,-84.493941,238.88,7.011427596,25.3552494,21.29529713,50.07487418,0,0
13115,GA,Floyd,34.263677,-85.21373,182.28,5.865834829,25.12674326,17.05851404,58.21069881,2,1
13117,GA,Forsyth,34.225143,-84.127336,362.25,5.927068564,24.74767894,8.332571668,40.88216311,3,1
13119,GA,Franklin,34.375155,-83.227291,234.65,6.609778948,25.31347352,5.791225858,43.49437386,0,0
13121,GA,Fulton,33.790034,-84.468182,253.2,6.731046432,25.4056697,13.90294659,36.75101287,9,1
13123,GA,Gilmer,34.690541,-84.453984,469.48,4.816424772,23.26187271,8.104266014,86.13541326,2,1
13127,GA,Glynn,31.212747,-81.496517,6.08,11.58956351,27.33219066,24.24673351,44.92551009,0,0
13129,GA,Gordon,34.509667,-84.873862,252.98,5.694478761,25.09861555,13.52197016,49.90280238,2,1
13131,GA,Grady,30.875863,-84.244772,78.29,11.51768141,27.06981134,19.17301549,49.71019756,0,0
13133,GA,Greene,33.576836,-83.167103,195.84,7.551342767,26.01959421,34.11338478,64.51280647,1,1
13135,GA,Gwinnett,33.959101,-84.022938,300.18,6.508280436,25.32695556,10.55661012,27.54712538,3,1
13137,GA,Habersham,34.635108,-83.526406,440.95,5.326658942,23.50469043,8.836624261,64.45361878,0,0
13139,GA,Hall,34.317588,-83.818497,374.36,6.043118004,24.69372687,6.577630923,47.02651159,4,1
13141,GA,Hancock,33.26922,-83.000465,151.29,7.965488251,26.23126548,36.70739521,68.68117922,0,0
13143,GA,Haralson,33.795165,-85.220062,360.48,6.302848654,24.22900276,23.14255562,63.21274742,0,0
13145,GA,Harris,32.731549,-84.912432,192.54,8.169737121,26.05791441,28.89633576,68.86965045,1,1
13147,GA,Hart,34.348733,-82.96329,237.52,6.739993372,25.48396398,7.325352892,36.37507084,0,0
13149,GA,Heard,33.290968,-85.139594,213.03,7.095924817,25.24395093,32.19066942,64.88244445,0,0
13151,GA,Henry,33.452881,-84.15444,241.96,7.131274249,25.72194859,17.62800865,43.4130035,1,1
13153,GA,Houston,32.458381,-83.662856,99.3,9.140984014,26.83448674,17.4467007,53.54214324,0,0
13155,GA,Irwin,31.604306,-83.277037,103.89,10.43639607,27.0311901,21.3391434,44.08325798,0,0
13157,GA,Jackson,34.134157,-83.565133,255.11,6.822343042,25.44992523,5.249863269,45.91386959,1,1
13159,GA,Jasper,33.314905,-83.687892,182.26,7.767533882,25.91282054,23.15866065,64.0031859,0,0
13161,GA,Jeff Davis,31.811615,-82.636825,71.83,10.41702108,26.9918804,26.54879176,50.21435883,0,0
13163,GA,Jefferson,33.051874,-82.41905,103.22,8.723263196,26.55460847,17.42310576,50.62197027,0,0
13165,GA,Jenkins,32.794563,-81.971524,42.28,9.478765969,26.88057655,15.30315279,49.65139894,0,0
13169,GA,Jones,33.020226,-83.562339,158.11,8.43429775,26.34397425,27.78130273,67.96259843,0,0
13173,GA,Lanier,31.038197,-83.063164,59.87,11.27018164,27.00898064,24.19233371,57.29799864,0,0
13175,GA,Laurens,32.39322,-82.926317,77.69,9.311211463,26.96902362,27.03267142,57.26120115,0,0
13177,GA,Lee,31.818419,-84.146681,79.59,10.02315649,27.14806947,16.70884763,48.1274054,0,0
13179,GA,Liberty,31.807245,-81.457969,2.72,11.19739588,27.41611082,29.66570588,61.93243383,0,0
13181,GA,Lincoln,33.792151,-82.448299,131.16,7.30263595,25.95432647,29.85351992,51.24722801,0,0
13183,GA,Long,31.749563,-81.74287,18.6,11.23994101,27.43656608,27.91233396,70.01562699,0,0
13185,GA,Lowndes,30.83368,-83.268967,63.81,11.57070093,27.11675981,20.48344636,52.11429513,0,0
13187,GA,Lumpkin,34.568149,-83.998828,459.93,4.95838708,23.18611593,8.403578145,82.21919805,0,0
13189,GA,McDuffie,33.482464,-82.473188,165.39,7.673654863,26.00459848,31.38902368,60.35721553,0,0
13191,GA,McIntosh,31.482978,-81.370199,8.44,11.46524742,27.34278811,26.67099326,52.81027876,0,0
13193,GA,Macon,32.366216,-84.052162,98.39,9.172837885,26.70345872,19.25603848,55.64031018,0,0
13197,GA,Marion,32.359538,-84.529561,197.76,9.057586192,26.25659644,26.10070476,58.9130112,0,0
13199,GA,Meriwether,33.03022,-84.663279,248.22,7.566414346,25.51125756,30.29332959,63.39482096,0,0
13201,GA,Miller,31.162908,-84.730386,39.69,11.0887237,27.33781115,13.47234676,32.50657827,0,0
13205,GA,Mitchell,31.22894,-84.192407,51.25,11.02296082,27.16746275,20.96101616,40.4026202,0,0
13207,GA,Monroe,33.017435,-83.922938,187.17,8.29838104,26.20171874,25.6641021,63.61263168,0,0
13209,GA,Montgomery,32.172108,-82.533349,84.52,10.28057167,27.06228873,26.78614285,58.21225956,0,0
13211,GA,Morgan,33.593732,-83.492324,207.2,7.467941897,25.92262168,16.92477139,52.18428716,1,1
13213,GA,Murray,34.797097,-84.73799,244.41,5.368892156,24.67819436,16.18144515,65.93894297,9,1
13215,GA,Muscogee,32.510197,-84.874946,87.95,9.124909535,26.98509127,15.26870461,49.81109471,0,0
13217,GA,Newton,33.544046,-83.855189,183.01,7.171863658,25.77149661,17.87600751,48.12462973,1,1
13219,GA,Oconee,33.834125,-83.437728,240.18,7.225533774,25.80826434,12.7267032,48.36658096,2,1
13221,GA,Oglethorpe,33.866806,-83.074081,199.49,6.884055989,25.67849109,28.46164368,61.37970502,0,0
13223,GA,Paulding,33.920903,-84.866979,292.77,6.282065974,25.07611818,19.31350114,60.67677069,1,1
13225,GA,Peach,32.571324,-83.831978,136.29,8.887660418,26.61148785,11.29662718,41.86122888,0,0
13227,GA,Pickens,34.456621,-84.490256,478.1,5.372704689,24.02883476,11.14583629,74.55304814,0,0
13229,GA,Pierce,31.353988,-82.210427,40.22,11.08398785,27.12355568,19.63162296,49.90706037,0,0
13231,GA,Pike,33.090769,-84.386627,240.24,7.668350709,25.65629109,19.73386632,53.60509461,1,1
13233,GA,Polk,33.995961,-85.186826,318.93,6.332300807,24.96730963,20.28161049,57.37257059,1,1
13235,GA,Pulaski,32.238794,-83.481855,75.84,9.501805159,27.07716134,14.72883766,47.49988933,0,0
13237,GA,Putnam,33.321061,-83.37179,154.83,7.944267086,26.2349115,23.54041181,60.23946881,0,0
13239,GA,Quitman,31.861487,-85.009317,129.18,9.648623445,26.67429472,35.6972972,69.06121707,0,0
13241,GA,Rabun,34.883026,-83.404735,615.85,4.366427585,22.08877342,12.13642273,86.60731903,0,0
13245,GA,Richmond,33.361487,-82.074998,95.16,8.429859574,26.58689363,14.61609396,42.24341227,0,0
13247,GA,Rockdale,33.652081,-84.02637,262.05,6.918525547,25.73296374,22.87654945,48.34506598,0,0
13251,GA,Screven,32.744751,-81.617585,45.7,9.680218373,26.97505254,16.19566939,51.24631182,0,0
13253,GA,Seminole,30.933894,-84.867592,35.95,11.45393393,27.73729191,16.74694095,31.9190521,0,0
13255,GA,Spalding,33.262389,-84.286067,282.66,7.379622857,25.51372371,19.18509401,50.28213374,1,1
13257,GA,Stephens,34.552914,-83.290216,298.27,6.66901199,25.09574054,11.38586685,62.01189616,0,0
13259,GA,Stewart,32.073225,-84.834912,134.71,9.319948577,26.44456384,33.68141517,72.71777414,0,0
13261,GA,Sumter,32.042203,-84.204283,122.85,9.488504556,26.73293714,20.43309958,48.42981829,0,0
13263,GA,Talbot,32.704603,-84.530029,211.78,8.487544987,26.0110273,29.91037319,70.11480189,0,0
13267,GA,Tattnall,32.043768,-82.059208,56.57,10.72613079,27.25441721,16.12699628,46.63845096,0,0
13269,GA,Taylor,32.554667,-84.251426,195.17,8.690170673,26.21635906,21.40681627,55.32717722,0,0
13271,GA,Telfair,31.913639,-82.931062,79.29,10.12361008,26.95924482,28.38960368,58.59284999,0,0
13273,GA,Terrell,31.777191,-84.439446,107.31,9.941047163,26.8127822,21.74735783,50.47729394,0,0
13275,GA,Thomas,30.864616,-83.919783,82.86,11.51072092,27.09676854,22.98163888,53.83403821,0,0
13277,GA,Tift,31.457003,-83.525931,101.62,10.51669009,26.94965529,17.16473867,37.66528423,0,0
13279,GA,Toombs,32.126698,-82.332071,59.87,10.52726411,27.1550948,20.03862805,45.33119524,0,0
13281,GA,Towns,34.90265,-83.732158,818.27,3.724115625,21.55778907,3.353719519,81.35421655,0,0
13285,GA,Troup,33.034482,-85.02836,216.13,7.573333921,25.63414746,27.13934963,56.27087767,0,0
13287,GA,Turner,31.718232,-83.628567,128.23,10.03426212,26.96161388,21.33522189,43.65079365,0,0
13289,GA,Twiggs,32.665847,-83.425879,102.45,9.01081084,26.81271525,23.13121702,67.56058555,0,0
13291,GA,Union,34.83377,-83.989573,569.6,3.88899497,21.80185478,6.481458988,82.00356361,0,0
13293,GA,Upson,32.881837,-84.292281,208.15,8.400943388,26.1160147,29.06432004,65.02371026,0,0
13295,GA,Walker,34.735827,-85.305385,289.08,4.80328068,24.42323276,9.229220592,62.19193309,22,1
13297,GA,Walton,33.782649,-83.734215,230.32,6.993512221,25.6385453,15.90506095,44.57452006,0,0
13299,GA,Ware,31.050881,-82.421507,39.65,11.4881008,27.21147458,16.20094029,66.02373121,0,0
13301,GA,Warren,33.419169,-82.688012,161.76,7.662759069,25.98064881,37.62925147,64.45671053,0,0
13303,GA,Washington,32.971848,-82.798112,137.66,8.551557524,26.44497267,28.66448668,65.76110854,0,0
13305,GA,Wayne,31.547845,-81.912376,21.89,11.13568151,27.1781607,22.43704005,57.89706812,0,0
13307,GA,Webster,32.046554,-84.553218,121.49,9.391754051,26.44993777,30.12333519,59.52331767,0,0
13309,GA,Wheeler,32.109276,-82.738701,59.78,10.04741637,26.98208707,33.25328784,60.67328479,0,0
13311,GA,White,34.643677,-83.743713,478.35,4.80838644,22.94204317,9.829435656,72.42794162,0,0
13313,GA,Whitfield,34.801726,-84.968541,220.78,5.484560625,25.09309455,12.44412287,51.75236881,7,1
13315,GA,Wilcox,31.962717,-83.438262,103.79,9.827099675,27.02159653,28.52906568,54.45592453,0,0
13317,GA,Wilkes,33.77904,-82.747922,159.68,7.047041129,25.76125645,36.03189577,62.20011596,0,0
13321,GA,Worth,31.551773,-83.84996,120.86,10.40715579,27.12461752,23.25940356,46.77122519,0,0
17001,IL,Adams,39.986053,-91.194961,226.38,-1.710086904,23.63433294,0.01076771,24.75117617,0,0
17003,IL,Alexander,37.183683,-89.349506,125.83,2.574814107,25.29888846,0.043470127,46.18494613,0,0
17005,IL,Bond,38.885924,-89.436592,147.72,0.051888918,24.2662319,0.004811621,22.23731276,0,0
17007,IL,Boone,42.318983,-88.824295,255.43,-4.944793829,21.44032848,0.095861093,6.27902478,0,0
17009,IL,Brown,39.962069,-90.75031,214.66,-1.673654119,23.31954181,0.008483328,43.16226797,0,0
